qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,Target
5737,894,8,208,7,10,1:38.341,1:38.181,1:38.822,1
5738,894,815,1,6,11,1:39.049,1:38.362,,0
5739,894,18,1,5,12,1:38.882,1:38.365,,0
5740,894,817,5,19,13,1:38.525,1:38.417,,0
5741,894,16,10,15,14,1:38.988,1:38.431,,0
5742,894,814,10,14,15,1:39.185,1:38.718,,0
5743,894,818,5,18,16,1:39.075,1:38.781,,0
5744,894,822,3,17,17,1:39.470,,,0
5745,894,813,3,16,18,1:39.987,,,0
5746,894,819,207,20,19,1:40.864,,,0
5747,894,823,207,21,20,1:40.871,,,0
5748,894,824,206,22,21,1:41.169,,,0
5749,894,820,206,23,22,1:41.322,,,0
5750,895,17,9,2,1,1:32.271,1:31.513,1:30.915,1
5751,895,20,9,1,2,1:32.397,1:31.290,1:31.089,1
5752,895,1,131,10,3,1:32.340,1:31.636,1:31.253,1
5753,895,154,208,8,4,1:31.824,1:31.565,1:31.365,1
5754,895,13,6,4,5,1:31.994,1:31.668,1:31.378,1
5755,895,3,131,9,6,1:32.244,1:31.764,1:31.397,1
5756,895,807,15,11,7,1:32.465,1:31.848,1:31.644,1
5757,895,4,6,3,8,1:32.371,1:31.828,1:31.665,1
5758,895,8,208,7,9,1:32.377,1:31.662,1:31.684,1
5759,895,18,1,5,10,1:32.606,1:31.838,1:31.827,1
5760,895,815,1,6,11,1:32.718,1:31.989,,0
5761,895,814,10,14,12,1:32.286,1:31.992,,0
5762,895,822,3,17,13,1:32.613,1:32.013,,0
5763,895,821,15,12,14,1:32.673,1:32.063,,0
5764,895,813,3,16,15,1:32.875,1:32.093,,0
5765,895,817,5,19,16,1:32.804,1:32.485,,0
5766,895,16,10,15,17,1:32.890,,,0
5767,895,818,5,18,18,1:33.357,,,0
5768,895,820,206,23,19,1:34.320,,,0
5769,895,819,207,20,20,1:34.556,,,0
5770,895,823,207,21,21,1:34.879,,,0
5771,895,824,206,22,22,1:34.958,,,0
5772,896,20,9,1,1,1:25.943,1:24.568,1:24.119,1
5773,896,3,131,9,2,1:25.833,1:25.304,1:24.871,1
5774,896,1,131,10,3,1:25.802,1:25.259,1:24.941,1
5775,896,17,9,2,4,1:25.665,1:25.097,1:25.047,1
5776,896,13,6,4,5,1:25.793,1:25.389,1:25.201,1
5777,896,8,208,7,6,1:25.819,1:25.191,1:25.248,1
5778,896,807,15,11,7,1:25.883,1:25.339,1:25.334,1
5779,896,4,6,3,8,1:25.934,1:24.885,1:25.826,1
5780,896,815,1,6,9,1:26.107,1:25.365,1:26.153,1
5781,896,18,1,5,10,1:25.574,1:25.458,1:26.487,1
5782,896,817,5,19,11,1:25.673,1:25.519,,0
5783,896,814,10,14,12,1:25.908,1:25.711,,0
5784,896,16,10,15,13,1:26.164,1:25.740,,0
5785,896,818,5,18,14,1:26.155,1:25.798,,0
5786,896,822,3,17,15,1:26.178,1:26.134,,0
5787,896,821,15,12,16,1:26.057,1:26.366,,0
5788,896,154,208,8,17,1:26.577,,,0
5789,896,813,3,16,18,1:26.842,,,0
5790,896,824,206,22,19,1:26.970,,,0
5791,896,823,207,21,20,1:27.105,,,0
5792,896,819,207,20,21,1:27.487,,,0
5793,896,820,206,23,22,1:28.138,,,0
5794,897,17,9,2,1,1:41.568,1:40.575,1:39.957,1
5795,897,20,9,1,2,1:41.683,1:40.781,1:40.075,1
5796,897,3,131,9,3,1:41.420,1:40.473,1:40.419,1
5797,897,1,131,10,4,1:40.693,1:40.477,1:40.501,1
5798,897,8,208,7,5,1:41.276,1:40.971,1:40.542,1
5799,897,807,15,11,6,1:41.631,1:40.931,1:40.576,1
5800,897,154,208,8,7,1:41.447,1:40.948,1:40.997,1
5801,897,13,6,4,8,1:41.254,1:40.989,1:41.015,1
5802,897,815,1,6,9,1:41.687,1:40.812,1:41.068,1
5803,897,817,5,19,10,1:41.884,1:40.852,1:41.111,1
5804,897,4,6,3,11,1:41.397,1:41.093,,0
5805,897,814,10,14,12,1:41.676,1:41.133,,0
5806,897,18,1,5,13,1:41.817,1:41.200,,0
5807,897,818,5,18,14,1:41.692,1:41.279,,0
5808,897,813,3,16,15,1:41.365,1:41.395,,0
5809,897,822,3,17,16,1:41.862,1:41.447,,0
5810,897,821,15,12,17,1:41.999,,,0
5811,897,16,10,15,18,1:42.051,,,0
5812,897,823,207,21,19,1:43.252,,,0
5813,897,824,206,22,20,1:43.398,,,0
5814,897,819,207,20,21,1:43.528,,,0
5815,897,820,206,23,22,1:44.198,,,0
5816,898,20,9,1,1,1:38.516,1:37.065,1:36.338,1
5817,898,17,9,2,2,1:38.161,1:37.312,1:36.441,1
5818,898,154,208,8,3,1:38.676,1:37.523,1:37.155,1
5819,898,807,15,11,4,1:38.339,1:37.828,1:37.296,1
5820,898,1,131,10,5,1:37.959,1:37.854,1:37.345,1
5821,898,4,6,3,6,1:38.929,1:37.368,1:37.376,1
5822,898,815,1,6,7,1:38.367,1:38.040,1:37.452,1
5823,898,5,208,7,8,1:38.375,1:38.078,1:37.715,1
5824,898,822,3,17,9,1:37.821,1:37.439,1:37.836,1
5825,898,821,15,12,10,1:38.082,1:38.031,1:38.034,1
5826,898,817,5,19,11,1:38.882,1:38.131,,0
5827,898,814,10,14,12,1:38.894,1:38.139,,0
5828,898,18,1,5,13,1:38.588,1:38.217,,0
5829,898,3,131,9,14,1:38.743,1:38.364,,0
5830,898,13,6,4,15,1:39.094,1:38.592,,0
5831,898,818,5,18,16,1:38.880,1:38.696,,0
5832,898,16,10,15,17,1:39.250,,,0
5833,898,813,3,16,18,1:39.351,,,0
5834,898,823,207,21,19,1:40.491,,,0
5835,898,824,206,22,20,1:40.528,,,0
5836,898,819,207,20,21,1:40.596,,,0
5837,898,820,206,23,22,1:41.401,,,0
5838,899,20,9,1,1,1:25.381,1:26.420,1:26.479,1
5839,899,3,131,9,2,1:25.556,1:26.626,1:27.102,1
5840,899,4,6,3,3,1:26.656,1:26.590,1:27.539,1
5841,899,17,9,2,4,1:26.689,1:26.963,1:27.572,1
5842,899,1,131,10,5,1:25.342,1:26.698,1:27.677,1
5843,899,154,208,8,6,1:26.453,1:26.161,1:27.737,1
5844,899,817,5,19,7,1:27.209,1:27.078,1:28.052,1
5845,899,818,5,18,8,1:27.124,1:27.363,1:28.081,1
5846,899,13,6,4,9,1:26.817,1:27.049,1:28.109,1
5847,899,807,15,11,10,1:26.071,1:27.441,1:29.582,1
5848,899,5,208,7,11,1:26.266,1:27.456,,0
5849,899,814,10,14,12,1:26.275,1:27.798,,0
5850,899,822,3,17,13,1:26.790,1:27.954,,0
5851,899,815,1,6,14,1:26.741,1:28.269,,0
5852,899,18,1,5,15,1:26.398,1:28.308,,0
5853,899,16,10,15,16,1:26.874,1:28.586,,0
5854,899,813,3,16,17,1:27.367,,,0
5855,899,821,15,12,18,1:27.455,,,0
5856,899,819,207,20,19,1:27.843,,,0
5857,899,823,207,21,20,1:28.320,,,0
5858,899,824,206,22,21,1:28.366,,,0
5859,899,820,206,23,22,1:28.950,,,0
5860,900,1,131,44,1,1:31.699,1:42.890,1:44.231,1
5861,900,817,9,3,2,1:30.775,1:42.295,1:44.548,1
5862,900,3,131,6,3,1:32.564,1:42.264,1:44.595,1
5863,900,825,1,20,4,1:30.949,1:43.247,1:45.745,1
5864,900,4,6,14,5,1:31.388,1:42.805,1:45.819,1
5865,900,818,5,25,6,1:33.488,1:43.849,1:45.864,1
5866,900,807,10,27,7,1:33.893,1:43.658,1:46.030,1
5867,900,826,5,26,8,1:33.777,1:44.331,1:47.368,1
5868,900,13,3,19,9,1:31.228,1:44.242,1:48.079,1
5869,900,822,3,77,10,1:31.601,1:43.852,1:48.147,1
5870,900,18,1,22,11,1:31.396,1:44.437,,0
5871,900,8,6,7,12,1:32.439,1:44.494,,0
5872,900,20,9,1,13,1:31.931,1:44.688,,0
5873,900,16,15,99,14,1:33.673,1:45.655,,0
5874,900,155,207,10,15,1:34.274,1:45.867,,0
5875,900,815,10,11,16,1:34.141,1:47.293,,0
5876,900,820,206,4,17,1:34.293,,,0
5877,900,824,206,17,18,1:34.794,,,0
5878,900,821,15,21,19,1:35.117,,,0
5879,900,828,207,9,20,1:35.157,,,0
5880,900,154,208,8,21,1:36.993,,,0
5881,900,813,208,13,22,,,,0
5882,901,1,131,44,1,1:57.202,1:59.041,1:59.431,1
5883,901,20,9,1,2,1:57.654,1:59.399,1:59.486,1
5884,901,3,131,6,3,1:57.183,1:59.445,2:00.050,1
5885,901,4,6,14,4,1:58.889,2:01.356,2:00.175,1
5886,901,817,9,3,5,1:58.913,2:00.147,2:00.541,1
5887,901,8,6,7,6,1:59.257,2:01.532,2:01.218,1
5888,901,807,10,27,7,1:58.883,2:00.839,2:01.712,1
5889,901,825,1,20,8,2:00.356,2:02.094,2:02.213,1
5890,901,818,5,25,9,2:01.689,2:02.096,2:03.078,1
5891,901,18,1,22,10,2:00.889,2:01.810,2:04.053,1
5892,901,826,5,26,11,2:01.175,2:02.351,,0
5893,901,821,15,21,12,2:01.134,2:02.369,,0
5894,901,13,3,19,13,2:00.047,2:02.460,,0
5895,901,815,10,11,14,2:00.076,2:02.511,,0
5896,901,822,3,77,15,1:59.709,2:02.756,,0
5897,901,154,208,8,16,2:00.202,2:02.885,,0
5898,901,813,208,13,17,2:02.074,,,0
5899,901,16,15,99,18,2:02.131,,,0
5900,901,824,206,17,19,2:02.702,,,0
5901,901,155,207,10,20,2:03.595,,,0
5902,901,820,206,4,21,2:04.388,,,0
5903,901,828,207,9,22,2:04.407,,,0
5904,902,3,131,6,1,1:35.439,1:33.708,1:33.185,1
5905,902,1,131,44,2,1:35.323,1:33.872,1:33.464,1
5906,902,817,9,3,3,1:36.220,1:34.592,1:34.051,1
5907,902,822,3,77,4,1:34.934,1:34.842,1:34.247,1
5908,902,815,10,11,5,1:34.998,1:34.747,1:34.346,1
5909,902,8,6,7,6,1:35.234,1:34.925,1:34.368,1
5910,902,18,1,22,7,1:35.699,1:34.714,1:34.387,1
5911,902,13,3,19,8,1:35.085,1:34.842,1:34.511,1
5912,902,825,1,20,9,1:35.288,1:34.904,1:34.712,1
5913,902,4,6,14,10,1:35.251,1:34.723,1:34.992,1
5914,902,20,9,1,11,1:35.549,1:34.985,,0
5915,902,807,10,27,12,1:34.874,1:35.116,,0
5916,902,826,5,26,13,1:35.395,1:35.145,,0
5917,902,818,5,25,14,1:35.815,1:35.286,,0
5918,902,821,15,21,15,1:36.567,1:35.891,,0
5919,902,154,208,8,16,1:36.654,1:35.908,,0
5920,902,813,208,13,17,1:36.663,,,0
5921,902,16,15,99,18,1:36.840,,,0
5922,902,155,207,10,19,1:37.085,,,0
5923,902,824,206,17,20,1:37.310,,,0
5924,902,828,207,9,21,1:37.875,,,0
5925,902,820,206,4,22,1:37.913,,,0
5926,853,20,9,1,1,1:24.002,1:22.914,1:22.275,1
5927,853,1,1,3,2,1:23.976,1:23.172,1:22.725,1
5928,853,18,1,4,3,1:24.013,1:23.031,1:22.777,1
5929,853,4,6,5,4,1:24.134,1:23.342,1:22.841,1
5930,853,17,9,2,5,1:24.148,1:23.387,1:22.972,1
5931,853,13,6,6,6,1:24.523,1:23.681,1:23.188,1
5932,853,808,4,10,7,1:24.486,1:23.741,1:23.530,1
5933,853,30,131,7,8,1:25.108,1:23.671,1:23.777,1
5934,853,3,131,8,9,1:24.550,1:23.335,1:24.477,1
5935,853,811,4,9,10,1:24.914,1:24.157,,1
5936,853,814,10,15,11,1:24.574,1:24.163,,0
5937,853,16,10,14,12,1:24.595,1:24.209,,0
5938,853,22,3,11,13,1:24.975,1:24.648,,0
5939,853,813,3,12,14,1:24.798,1:24.726,,0
5940,853,815,15,17,15,1:25.113,1:24.845,,0
5941,853,67,5,18,16,1:25.164,1:24.932,,0
5942,853,155,15,16,17,1:24.879,1:25.065,,0
5943,853,153,5,19,18,1:25.334,,,0
5944,853,15,205,21,19,1:26.647,,,0
5945,853,5,205,20,20,1:27.184,,,0
5946,853,10,166,24,21,1:27.591,,,0
5947,853,816,166,25,22,1:27.609,,,0
5948,853,817,164,22,23,1:28.054,,,0
5949,853,24,164,23,24,1:28.231,,,0
5950,903,1,131,44,1,1:55.516,1:54.029,1:53.860,1
5951,903,817,9,3,2,1:56.641,1:55.302,1:54.455,1
5952,903,20,9,1,3,1:55.926,1:54.499,1:54.960,1
5953,903,3,131,6,4,1:56.058,1:55.294,1:55.143,1
5954,903,4,6,14,5,1:56.961,1:55.765,1:55.637,1
5955,903,13,3,19,6,1:56.850,1:56.757,1:56.147,1
5956,903,822,3,77,7,1:56.501,1:56.253,1:56.282,1
5957,903,807,10,27,8,1:55.913,1:56.847,1:56.366,1
5958,903,818,5,25,9,1:57.477,1:56.584,1:56.773,1
5959,903,154,208,8,10,1:58.411,1:56.407,1:57.079,1
5960,903,8,6,7,11,1:58.279,1:56.860,,0
5961,903,18,1,22,12,1:57.783,1:56.963,,0
5962,903,826,5,26,13,1:57.261,1:57.289,,0
5963,903,16,15,99,14,1:58.138,1:57.393,,0
5964,903,825,1,20,15,1:57.369,1:57.675,,0
5965,903,815,10,11,16,1:58.362,1:58.264,,0
5966,903,821,15,21,17,1:58.988,,,0
5967,903,155,207,10,18,1:59.260,,,0
5968,903,824,206,17,19,1:59.326,,,0
5969,903,828,207,9,20,2:00.646,,,0
5970,903,820,206,4,21,2:00.865,,,0
5971,903,813,208,13,22,,,,0
5972,904,1,131,44,1,1:27.238,1:26.210,1:25.232,1
5973,904,3,131,6,2,1:26.764,1:26.088,1:25.400,1
5974,904,817,9,3,3,1:28.053,1:26.613,1:26.285,1
5975,904,822,3,77,4,1:28.198,1:27.563,1:26.632,1
5976,904,154,208,8,5,1:28.472,1:27.258,1:26.960,1
5977,904,8,6,7,6,1:28.308,1:27.335,1:27.104,1
5978,904,4,6,14,7,1:28.329,1:27.602,1:27.140,1
5979,904,18,1,22,8,1:28.279,1:27.570,1:27.335,1
5980,904,13,3,19,9,1:28.061,1:27.016,1:27.402,1
5981,904,20,9,1,10,1:27.958,1:27.052,,1
5982,904,807,10,27,11,1:28.155,1:27.685,,0
5983,904,815,10,11,12,1:28.469,1:28.002,,0
5984,904,826,5,26,13,1:28.074,1:28.039,,0
5985,904,821,15,21,14,1:28.374,1:28.280,,0
5986,904,825,1,20,15,1:28.389,,,0
5987,904,818,5,25,16,1:28.194,,,0
5988,904,16,15,99,17,1:28.563,,,0
5989,904,820,206,4,18,1:29.586,,,0
5990,904,824,206,17,19,1:30.177,,,0
5991,904,828,207,9,20,1:30.312,,,0
5992,904,155,207,10,21,1:30.375,,,0
5993,904,813,208,13,22,,,,0
5994,905,3,131,6,1,1:17.678,1:16.465,1:15.989,1
5995,905,1,131,44,2,1:17.823,1:16.354,1:16.048,1
5996,905,817,9,3,3,1:17.900,1:17.233,1:16.384,1
5997,905,20,9,1,4,1:18.383,1:17.074,1:16.547,1
5998,905,4,6,14,5,1:17.853,1:17.200,1:16.686,1
5999,905,8,6,7,6,1:17.902,1:17.398,1:17.389,1
6000,905,818,5,25,7,1:17.557,1:17.657,1:17.540,1
6001,905,825,1,20,8,1:17.978,1:17.609,1:17.555,1
6002,905,826,5,26,9,1:18.616,1:17.594,1:18.090,1
6003,905,815,10,11,10,1:18.108,1:17.755,1:18.327,1
6004,905,807,10,27,11,1:18.432,1:17.846,,0
6005,905,18,1,22,12,1:17.890,1:17.988,,0
6006,905,822,3,77,13,1:18.407,1:18.082,,0
6007,905,154,208,8,14,1:18.335,1:18.196,,0
6008,905,813,208,13,15,1:18.585,1:18.356,,0
6009,905,13,3,19,16,1:18.209,,,0
6010,905,821,15,21,17,1:18.741,,,0
6011,905,16,15,99,18,1:18.745,,,0
6012,905,824,206,17,19,1:19.332,,,0
6013,905,820,206,4,20,1:19.928,,,0
6014,905,155,207,10,21,1:20.133,,,0
6015,905,828,207,9,22,1:21.732,,,0
6016,906,3,131,6,1,1:16.471,1:15.289,1:14.874,1
6017,906,1,131,44,2,1:15.750,1:15.054,1:14.953,1
6018,906,20,9,1,3,1:17.470,1:16.109,1:15.548,1
6019,906,822,3,77,4,1:16.772,1:15.806,1:15.550,1
6020,906,13,3,19,5,1:16.666,1:15.773,1:15.578,1
6021,906,817,9,3,6,1:17.113,1:15.897,1:15.589,1
6022,906,4,6,14,7,1:17.010,1:16.131,1:15.814,1
6023,906,818,5,25,8,1:17.178,1:16.255,1:16.162,1
6024,906,18,1,22,9,1:16.631,1:16.214,1:16.182,1
6025,906,8,6,7,10,1:17.013,1:16.245,1:16.214,1
6026,906,807,10,27,11,1:16.897,1:16.300,,0
6027,906,825,1,20,12,1:16.446,1:16.310,,0
6028,906,815,10,11,13,1:18.235,1:16.472,,0
6029,906,154,208,8,14,1:17.732,1:16.687,,0
6030,906,826,5,26,15,1:16.938,1:16.713,,0
6031,906,16,15,99,16,1:17.519,1:17.314,,0
6032,906,813,208,13,17,1:18.328,,,0
6033,906,820,206,4,18,1:18.348,,,0
6034,906,824,206,17,19,1:18.359,,,0
6035,906,155,207,10,20,1:19.278,,,0
6036,906,828,207,9,21,1:19.820,,,0
6037,906,821,15,21,22,,,,0
6038,907,13,3,19,1,1:10.292,1:09.239,1:08.759,1
6039,907,822,3,77,2,1:10.356,1:09.096,1:08.846,1
6040,907,3,131,6,3,1:09.695,1:08.974,1:08.944,1
6041,907,4,6,14,4,1:10.405,1:09.479,1:09.285,1
6042,907,817,9,3,5,1:10.395,1:09.638,1:09.466,1
6043,907,825,1,20,6,1:10.081,1:09.473,1:09.515,1
6044,907,826,5,26,7,1:09.678,1:09.490,1:09.619,1
6045,907,8,6,7,8,1:10.285,1:09.657,1:10.795,1
6046,907,1,131,44,9,1:09.514,1:09.092,,1
6047,907,807,10,27,10,1:10.389,1:09.624,,1
6048,907,815,10,11,11,1:10.124,1:09.754,,0
6049,907,18,1,22,12,1:10.252,1:09.780,,0
6050,907,20,9,1,13,1:10.630,1:09.801,,0
6051,907,813,208,13,14,1:10.821,1:09.939,,0
6052,907,818,5,25,15,1:10.161,1:10.073,,0
6053,907,154,208,8,16,1:10.461,1:10.642,,0
6054,907,16,15,99,17,1:10.825,,,0
6055,907,821,15,21,18,1:11.349,,,0
6056,907,824,206,17,19,1:11.412,,,0
6057,907,155,207,10,20,1:11.673,,,0
6058,907,820,206,4,21,1:11.775,,,0
6059,907,828,207,9,22,1:12.673,,,0
6060,908,3,131,6,1,1:40.380,1:35.179,1:35.766,1
6061,908,20,9,1,2,1:45.086,1:36.410,1:37.386,1
6062,908,18,1,22,3,1:44.425,1:36.579,1:38.200,1
6063,908,807,10,27,4,1:41.271,1:37.112,1:38.329,1
6064,908,825,1,20,5,1:42.507,1:37.370,1:38.417,1
6065,908,1,131,44,6,1:41.058,1:34.870,1:39.232,1
6066,908,815,10,11,7,1:42.146,1:37.350,1:40.457,1
6067,908,817,9,3,8,1:44.710,1:38.166,1:40.606,1
6068,908,826,5,26,9,1:41.032,1:36.813,1:40.707,1
6069,908,818,5,25,10,1:43.040,1:37.800,1:40.855,1
6070,908,154,208,8,11,1:43.121,1:38.496,,0
6071,908,824,206,17,12,1:41.169,1:38.709,,0
6072,908,820,206,4,13,1:42.082,1:39.800,,0
6073,908,821,15,21,14,1:43.285,1:40.912,,0
6074,908,813,208,13,15,1:43.892,1:44.018,,0
6075,908,16,15,99,16,1:42.603,,,0
6076,908,822,3,77,17,1:45.318,,,0
6077,908,13,3,19,18,1:45.695,,,0
6078,908,4,6,14,19,1:45.935,,,0
6079,908,8,6,7,20,1:46.684,,,0
6080,908,828,207,9,21,1:49.421,,,0
6081,908,155,207,10,22,1:49.625,,,0
6082,909,3,131,6,1,1:17.631,1:17.109,1:16.540,1
6083,909,822,3,77,2,1:18.215,1:17.353,1:16.759,1
6084,909,13,3,19,3,1:18.381,1:17.370,1:17.078,1
6085,909,825,1,20,4,1:18.260,1:17.788,1:17.214,1
6086,909,817,9,3,5,1:18.117,1:17.855,1:17.273,1
6087,909,20,9,1,6,1:18.194,1:17.646,1:17.577,1
6088,909,4,6,14,7,1:18.389,1:17.866,1:17.649,1
6089,909,826,5,26,8,1:18.530,1:18.103,1:17.965,1
6090,909,807,10,27,9,1:18.927,1:18.017,1:18.014,1
6091,909,815,10,11,10,1:18.916,1:18.161,1:18.035,1
6092,909,18,1,22,11,1:18.425,1:18.193,,0
6093,909,8,6,7,12,1:18.534,1:18.273,,0
6094,909,818,5,25,13,1:18.496,1:18.285,,0
6095,909,821,15,21,14,1:18.739,1:18.787,,0
6096,909,154,208,8,15,1:18.894,1:18.983,,0
6097,909,1,131,44,16,1:18.683,,,0
6098,909,16,15,99,17,1:19.142,,,0
6099,909,824,206,17,18,1:18.676,,,0
6100,909,813,208,13,19,1:20.195,,,0
6101,909,155,207,10,20,1:20.408,,,0
6102,909,820,206,4,21,1:20.489,,,0
6103,909,828,207,9,22,,,,0
6104,910,3,131,6,1,1:25.227,1:23.310,1:22.715,1
6105,910,20,9,1,2,1:25.662,1:23.606,1:23.201,1
6106,910,822,3,77,3,1:25.690,1:23.776,1:23.354,1
6107,910,817,9,3,4,1:25.495,1:23.676,1:23.391,1
6108,910,4,6,14,5,1:26.087,1:24.249,1:23.909,1
6109,910,13,3,19,6,1:26.592,1:24.030,1:24.223,1
6110,910,18,1,22,7,1:26.612,1:24.502,1:24.294,1
6111,910,818,5,25,8,1:24.941,1:24.637,1:24.720,1
6112,910,807,10,27,9,1:26.149,1:24.647,1:24.775,1
6113,910,825,1,20,10,1:26.578,1:24.585,,1
6114,910,826,5,26,11,1:25.361,1:24.706,,0
6115,910,16,15,99,12,1:26.027,1:25.136,,0
6116,910,815,10,11,13,1:25.910,1:25.211,,0
6117,910,821,15,21,14,1:25.709,1:25.260,,0
6118,910,154,208,8,15,1:26.136,1:25.337,,0
6119,910,824,206,17,16,1:26.728,1:27.419,,0
6120,910,8,6,7,17,1:26.792,,,0
6121,910,155,207,10,18,1:27.139,,,0
6122,910,820,206,4,19,1:27.819,,,0
6123,910,828,207,9,20,1:28.643,,,0
6124,910,1,131,44,21,,,,0
6125,910,813,208,13,22,,,,0
6126,911,3,131,6,1,2:07.130,2:06.723,2:05.591,1
6127,911,1,131,44,2,2:07.280,2:06.609,2:05.819,1
6128,911,20,9,1,3,2:10.105,2:08.868,2:07.717,1
6129,911,4,6,14,4,2:10.197,2:08.450,2:07.786,1
6130,911,817,9,3,5,2:10.089,2:08.989,2:07.911,1
6131,911,822,3,77,6,2:09.250,2:08.451,2:08.049,1
6132,911,825,1,20,7,2:11.081,2:08.901,2:08.679,1
6133,911,8,6,7,8,2:09.885,2:08.646,2:08.780,1
6134,911,13,3,19,9,2:08.403,2:08.833,2:09.178,1
6135,911,18,1,22,10,2:10.529,2:09.272,2:09.776,1
6136,911,826,5,26,11,2:10.445,2:09.377,,0
6137,911,818,5,25,12,2:09.811,2:09.805,,0
6138,911,815,10,11,13,2:10.666,2:10.084,,0
6139,911,16,15,99,14,2:11.051,2:10.238,,0
6140,911,154,208,8,15,2:10.898,2:11.087,,0
6141,911,824,206,17,16,2:11.051,2:12.470,,0
6142,911,813,208,13,17,2:11.261,,,0
6143,911,807,10,27,18,2:11.267,,,0
6144,911,820,206,4,19,2:12.566,,,0
6145,911,821,15,21,20,2:13.414,,,0
6146,911,827,207,45,21,2:13.469,,,0
6147,911,828,207,9,22,2:14.438,,,0
6148,912,1,131,44,1,1:25.363,1:24.560,1:24.109,1
6149,912,3,131,6,2,1:25.493,1:24.600,1:24.383,1
6150,912,822,3,77,3,1:26.012,1:24.858,1:24.697,1
6151,912,13,3,19,4,1:25.528,1:25.046,1:24.865,1
6152,912,825,1,20,5,1:26.337,1:25.973,1:25.314,1
6153,912,18,1,22,6,1:26.328,1:25.630,1:25.379,1
6154,912,4,6,14,7,1:26.514,1:25.525,1:25.430,1
6155,912,20,9,1,8,1:26.631,1:25.769,1:25.436,1
6156,912,817,9,3,9,1:26.721,1:25.946,1:25.709,1
6157,912,815,10,11,10,1:26.569,1:25.863,1:25.944,1
6158,912,826,5,26,11,1:26.261,1:26.070,,0
6159,912,8,6,7,12,1:26.689,1:26.110,,0
6160,912,818,5,25,13,1:26.140,1:26.157,,0
6161,912,807,10,27,14,1:26.371,1:26.279,,0
6162,912,16,15,99,15,1:27.034,1:26.588,,0
6163,912,821,15,21,16,1:26.999,1:26.692,,0
6164,912,813,208,13,17,1:27.520,,,0
6165,912,154,208,8,18,1:27.632,,,0
6166,912,155,207,10,19,1:27.671,,,0
6167,912,824,206,17,20,1:27.738,,,0
6168,912,820,206,4,21,1:28.247,,,0
6169,912,828,207,9,22,1:28.562,,,0
6170,913,1,131,44,1,1:46.921,1:46.287,1:45.681,1
6171,913,3,131,6,2,1:47.244,1:45.825,1:45.688,1
6172,913,817,9,3,3,1:47.488,1:46.493,1:45.854,1
6173,913,20,9,1,4,1:47.476,1:46.586,1:45.902,1
6174,913,4,6,14,5,1:46.889,1:46.328,1:45.907,1
6175,913,13,3,19,6,1:47.615,1:46.472,1:46.000,1
6176,913,8,6,7,7,1:46.685,1:46.359,1:46.170,1
6177,913,822,3,77,8,1:47.196,1:46.622,1:46.187,1
6178,913,825,1,20,9,1:47.976,1:46.700,1:46.250,1
6179,913,826,5,26,10,1:47.656,1:46.926,1:47.362,1
6180,913,18,1,22,11,1:47.161,1:46.943,,0
6181,913,818,5,25,12,1:47.407,1:46.989,,0
6182,913,807,10,27,13,1:47.370,1:47.308,,0
6183,913,821,15,21,14,1:47.970,1:47.333,,0
6184,913,815,10,11,15,1:48.143,1:47.575,,0
6185,913,154,208,8,16,1:47.862,1:47.812,,0
6186,913,16,15,99,17,1:48.324,,,0
6187,913,813,208,13,18,1:49.063,,,0
6188,913,824,206,17,19,1:49.440,,,0
6189,913,155,207,10,20,1:50.405,,,0
6190,913,820,206,4,21,1:50.473,,,0
6191,913,828,207,9,22,1:52.287,,,0
6192,914,3,131,6,1,1:33.671,1:32.950,1:32.506,1
6193,914,1,131,44,2,1:33.611,1:32.982,1:32.703,1
6194,914,822,3,77,3,1:34.301,1:33.443,1:33.128,1
6195,914,13,3,19,4,1:34.483,1:33.551,1:33.527,1
6196,914,4,6,14,5,1:34.497,1:33.675,1:33.740,1
6197,914,817,9,3,6,1:35.593,1:34.466,1:34.075,1
6198,914,825,1,20,7,1:34.930,1:34.229,1:34.242,1
6199,914,18,1,22,8,1:35.150,1:34.648,1:34.317,1
6200,914,20,9,1,9,1:35.517,1:34.784,1:34.432,1
6201,914,8,6,7,10,1:34.984,1:34.771,1:34.548,1
6202,914,818,5,25,11,1:35.155,1:34.984,,0
6203,914,815,10,11,12,1:35.439,1:35.089,,0
6204,914,826,5,26,13,1:35.210,1:35.092,,0
6205,914,807,10,27,14,1:35.000,1:35.099,,0
6206,914,16,15,99,15,1:35.736,1:35.364,,0
6207,914,821,15,21,16,1:35.308,1:35.681,,0
6208,914,813,208,13,17,1:35.917,,,0
6209,914,154,208,8,18,1:35.984,,,0
6210,914,828,207,9,19,1:36.813,,,0
6211,914,824,206,17,20,1:36.943,,,0
6212,914,155,207,10,21,1:37.015,,,0
6213,914,820,206,4,22,1:37.481,,,0
6214,915,1,131,44,1,1:38.759,1:38.338,1:38.513,1
6215,915,3,131,6,2,1:39.076,1:38.606,1:38.713,1
6216,915,822,3,77,3,1:39.125,1:38.971,1:38.920,1
6217,915,18,1,22,4,1:39.560,1:39.381,1:39.121,1
6218,915,826,5,26,5,1:40.074,1:39.296,1:39.277,1
6219,915,825,1,20,6,1:39.735,1:39.022,1:39.629,1
6220,915,817,9,3,7,1:40.519,1:39.666,1:39.635,1
6221,915,4,6,14,8,1:40.255,1:39.786,1:39.709,1
6222,915,8,6,7,9,1:40.098,1:39.838,1:39.771,1
